month,property_type,region,metric,basis,value,unit,source_report,revised
2024-08,mansion,神奈川県他,成約件数,yoy_pct,-5.7,％,2025-06,False
2024-09,mansion,神奈川県他,成約件数,yoy_pct,13.1,％,2025-06,False
2024-10,mansion,神奈川県他,成約件数,yoy_pct,-2.7,％,2025-06,False
2024-11,mansion,神奈川県他,成約件数,yoy_pct,24.7,％,2025-06,False
2024-12,mansion,神奈川県他,成約件数,yoy_pct,26.8,％,2025-06,False
2025-01,mansion,神奈川県他,成約件数,yoy_pct,28.6,％,2025-06,False
2025-02,mansion,神奈川県他,成約件数,yoy_pct,24.4,％,2025-06,False
2025-03,mansion,神奈川県他,成約件数,yoy_pct,51.3,％,2025-06,False
2025-04,mansion,神奈川県他,成約件数,yoy_pct,44.4,％,2025-06,False
2025-05,mansion,神奈川県他,成約件数,yoy_pct,50.0,％,2025-06,False
2025-06,mansion,神奈川県他,成約件数,yoy_pct,70.4,％,2025-06,False
2025-04,mansion,神奈川県他,成約価格,value,2816,万円,2025-04,False
2025-05,mansion,神奈川県他,成約価格,value,3136,万円,2025-05,False
2025-06,mansion,神奈川県他,成約価格,value,2896,万円,2025-06,False
2025-04,mansion,神奈川県他,成約価格,yoy_pct,-8.5,％,2025-04,False
2025-05,mansion,神奈川県他,成約価格,yoy_pct,-3.0,％,2025-05,False
2025-06,mansion,神奈川県他,成約価格,yoy_pct,-5.6,％,2025-06,False
2025-04,mansion,神奈川県他,成約専有面積,value,67.0,㎡,2025-04,False
2025-05,mansion,神奈川県他,成約専有面積,value,70.01,㎡,2025-05,False
2025-06,mansion,神奈川県他,成約専有面積,value,68.91,㎡,2025-06,False
2025-04,mansion,神奈川県他,成約専有面積,yoy_pct,-5.4,％,2025-04,False
2025-05,mansion,神奈川県他,成約専有面積,yoy_pct,2.7,％,2025-05,False
2025-06,mansion,神奈川県他,成約専有面積,yoy_pct,2.5,％,2025-06,False
2025-04,mansion,神奈川県他,成約築年数,value,28.55,年,2025-04,False
2025-05,mansion,神奈川県他,成約築年数,value,27.8,年,2025-05,False
2025-06,mansion,神奈川県他,成約築年数,value,27.36,年,2025-06,False
2024-01,mansion,首都圏,在庫㎡単価,mom_pct,0.3,％,2025-01,False
2024-02,mansion,首都圏,在庫㎡単価,mom_pct,0.1,％,2025-02,False
2024-03,mansion,首都圏,在庫㎡単価,mom_pct,-0.8,％,2025-03,False
2024-04,mansion,首都圏,在庫㎡単価,mom_pct,-0.4,％,2025-04,False
2024-05,mansion,首都圏,在庫㎡単価,mom_pct,0.1,％,2025-05,False
2024-06,mansion,首都圏,在庫㎡単価,mom_pct,-0.4,％,2025-06,False
2024-07,mansion,首都圏,在庫㎡単価,mom_pct,0.7,％,2025-06,False
2024-08,mansion,首都圏,在庫㎡単価,mom_pct,2.2,％,2025-06,False
2024-09,mansion,首都圏,在庫㎡単価,mom_pct,2.1,％,2025-06,False
2024-10,mansion,首都圏,在庫㎡単価,mom_pct,2.7,％,2025-06,False
2024-11,mansion,首都圏,在庫㎡単価,mom_pct,0.4,％,2025-06,False
2024-12,mansion,首都圏,在庫㎡単価,mom_pct,0.7,％,2025-06,False
2025-01,mansion,首都圏,在庫㎡単価,mom_pct,2.6,％,2025-06,False
2025-02,mansion,首都圏,在庫㎡単価,mom_pct,3.0,％,2025-06,False
2025-03,mansion,首都圏,在庫㎡単価,mom_pct,3.0,％,2025-06,False
2025-04,mansion,首都圏,在庫㎡単価,mom_pct,2.8,％,2025-06,False
2025-05,mansion,首都圏,在庫㎡単価,mom_pct,1.9,％,2025-06,False
2025-06,mansion,首都圏,在庫㎡単価,mom_pct,2.0,％,2025-06,False
2024-01,mansion,首都圏,在庫㎡単価,value,72.5,万円/㎡,2025-01,False
2024-02,mansion,首都圏,在庫㎡単価,value,72.6,万円/㎡,2025-02,False
2024-03,mansion,首都圏,在庫㎡単価,value,72.02,万円/㎡,2025-03,False
2024-04,mansion,首都圏,在庫㎡単価,value,71.7,万円/㎡,2025-04,False
2024-05,mansion,首都圏,在庫㎡単価,value,71.78,万円/㎡,2025-05,False
2024-06,mansion,首都圏,在庫㎡単価,value,71.46,万円/㎡,2025-06,False
2024-07,mansion,首都圏,在庫㎡単価,value,71.94,万円/㎡,2025-06,False
2024-08,mansion,首都圏,在庫㎡単価,value,73.55,万円/㎡,2025-06,False
2024-09,mansion,首都圏,在庫㎡単価,value,75.08,万円/㎡,2025-06,False
2024-10,mansion,首都圏,在庫㎡単価,value,77.11,万円/㎡,2025-06,False
2024-11,mansion,首都圏,在庫㎡単価,value,77.4,万円/㎡,2025-06,False
2024-12,mansion,首都圏,在庫㎡単価,value,77.95,万円/㎡,2025-06,False
2025-01,mansion,首都圏,在庫㎡単価,value,79.95,万円/㎡,2025-06,False
2025-02,mansion,首都圏,在庫㎡単価,value,82.32,万円/㎡,2025-06,False
2025-03,mansion,首都圏,在庫㎡単価,value,84.75,万円/㎡,2025-06,False
2025-04,mansion,首都圏,在庫㎡単価,value,87.16,万円/㎡,2025-06,False
2025-05,mansion,首都圏,在庫㎡単価,value,88.8,万円/㎡,2025-06,False
2025-06,mansion,首都圏,在庫㎡単価,value,90.59,万円/㎡,2025-06,False
2024-01,mansion,首都圏,在庫㎡単価,yoy_pct,-1.9,％,2025-01,False
2024-02,mansion,首都圏,在庫㎡単価,yoy_pct,-2.5,％,2025-02,False
2024-03,mansion,首都圏,在庫㎡単価,yoy_pct,-2.4,％,2025-03,False
2024-04,mansion,首都圏,在庫㎡単価,yoy_pct,-3.0,％,2025-04,False
2024-05,mansion,首都圏,在庫㎡単価,yoy_pct,-2.2,％,2025-05,False
2024-06,mansion,首都圏,在庫㎡単価,yoy_pct,-2.7,％,2025-06,False
2024-07,mansion,首都圏,在庫㎡単価,yoy_pct,-1.9,％,2025-06,False
2024-08,mansion,首都圏,在庫㎡単価,yoy_pct,0.7,％,2025-06,False
2024-09,mansion,首都圏,在庫㎡単価,yoy_pct,3.0,％,2025-06,False
2024-10,mansion,首都圏,在庫㎡単価,yoy_pct,6.6,％,2025-06,False
2024-11,mansion,首都圏,在庫㎡単価,yoy_pct,7.2,％,2025-06,False
2024-12,mansion,首都圏,在庫㎡単価,yoy_pct,7.8,％,2025-06,False
2025-01,mansion,首都圏,在庫㎡単価,yoy_pct,10.3,％,2025-06,False
2025-02,mansion,首都圏,在庫㎡単価,yoy_pct,13.4,％,2025-06,False
2025-03,mansion,首都圏,在庫㎡単価,yoy_pct,17.7,％,2025-06,False
2025-04,mansion,首都圏,在庫㎡単価,yoy_pct,21.6,％,2025-06,True
2025-05,mansion,首都圏,在庫㎡単価,yoy_pct,23.7,％,2025-06,False
2025-06,mansion,首都圏,在庫㎡単価,yoy_pct,26.8,％,2025-06,False
2024-01,mansion,首都圏,在庫件数,mom_pct,2.0,％,2025-01,False
2024-02,mansion,首都圏,在庫件数,mom_pct,0.4,％,2025-02,False
2024-03,mansion,首都圏,在庫件数,mom_pct,-2.7,％,2025-03,False
2024-04,mansion,首都圏,在庫件数,mom_pct,-0.7,％,2025-03,False
2024-05,mansion,首都圏,在庫件数,mom_pct,-0.9,％,2025-03,False
2024-06,mansion,首都圏,在庫件数,mom_pct,-1.9,％,2025-03,False
2024-07,mansion,首都圏,在庫件数,mom_pct,-0.5,％,2025-03,False
2024-08,mansion,首都圏,在庫件数,mom_pct,1.5,％,2025-03,False
2024-09,mansion,首都圏,在庫件数,mom_pct,0.5,％,2025-03,False
2024-10,mansion,首都圏,在庫件数,mom_pct,1.1,％,2025-03,False
2024-11,mansion,首都圏,在庫件数,mom_pct,-0.5,％,2025-03,False
2024-12,mansion,首都圏,在庫件数,mom_pct,-1.5,％,2025-03,False
2025-01,mansion,首都圏,在庫件数,mom_pct,1.1,％,2025-03,False
2025-02,mansion,首都圏,在庫件数,mom_pct,-0.6,％,2025-03,False
2025-03,mansion,首都圏,在庫件数,mom_pct,-2.8,％,2025-03,False
2024-01,mansion,首都圏,在庫件数,value,47449,件,2025-01,False
2024-02,mansion,首都圏,在庫件数,value,47628,件,2025-02,False
2024-03,mansion,首都圏,在庫件数,value,46351,件,2025-03,False
2024-04,mansion,首都圏,在庫件数,value,46027,件,2025-04,False
2024-05,mansion,首都圏,在庫件数,value,45603,件,2025-05,False
2024-06,mansion,首都圏,在庫件数,value,44722,件,2025-06,False
2024-07,mansion,首都圏,在庫件数,value,44509,件,2025-06,False
2024-08,mansion,首都圏,在庫件数,value,45192,件,2025-06,False
2024-09,mansion,首都圏,在庫件数,value,45403,件,2025-06,False
2024-10,mansion,首都圏,在庫件数,value,45888,件,2025-06,False
2024-11,mansion,首都圏,在庫件数,value,45646,件,2025-06,False
2024-12,mansion,首都圏,在庫件数,value,44981,件,2025-06,False
2025-01,mansion,首都圏,在庫件数,value,45478,件,2025-06,False
2025-02,mansion,首都圏,在庫件数,value,45214,件,2025-06,False
2025-03,mansion,首都圏,在庫件数,value,43941,件,2025-06,False
2025-04,mansion,首都圏,在庫件数,value,44008,件,2025-06,False
2025-05,mansion,首都圏,在庫件数,value,44314,件,2025-06,False
2025-06,mansion,首都圏,在庫件数,value,44428,件,2025-06,False
2024-01,mansion,首都圏,在庫件数,yoy_pct,8.6,％,2025-01,False
2024-02,mansion,首都圏,在庫件数,yoy_pct,6.4,％,2025-02,False
2024-03,mansion,首都圏,在庫件数,yoy_pct,2.7,％,2025-03,False
2024-04,mansion,首都圏,在庫件数,yoy_pct,0.9,％,2025-04,False
2024-05,mansion,首都圏,在庫件数,yoy_pct,-0.4,％,2025-05,False
2024-06,mansion,首都圏,在庫件数,yoy_pct,-2.5,％,2025-06,False
2024-07,mansion,首都圏,在庫件数,yoy_pct,-3.7,％,2025-06,False
2024-08,mansion,首都圏,在庫件数,yoy_pct,-1.7,％,2025-06,False
2024-09,mansion,首都圏,在庫件数,yoy_pct,-1.9,％,2025-06,False
2024-10,mansion,首都圏,在庫件数,yoy_pct,-0.9,％,2025-06,False
2024-11,mansion,首都圏,在庫件数,yoy_pct,-2.9,％,2025-06,False
2024-12,mansion,首都圏,在庫件数,yoy_pct,-3.3,％,2025-06,False
2025-01,mansion,首都圏,在庫件数,yoy_pct,-4.2,％,2025-06,False
2025-02,mansion,首都圏,在庫件数,yoy_pct,-5.1,％,2025-06,False
2025-03,mansion,首都圏,在庫件数,yoy_pct,-5.2,％,2025-06,False
2025-04,mansion,首都圏,在庫件数,yoy_pct,-4.4,％,2025-06,False
2025-05,mansion,首都圏,在庫件数,yoy_pct,-2.8,％,2025-06,False
2025-06,mansion,首都圏,在庫件数,yoy_pct,-0.7,％,2025-06,False
2024-04,mansion,首都圏,在庫価格,mom_pct,-0.7,％,2025-04,False
2024-05,mansion,首都圏,在庫価格,mom_pct,0.5,％,2025-05,False
2024-06,mansion,首都圏,在庫価格,mom_pct,-0.3,％,2025-06,False
2024-07,mansion,首都圏,在庫価格,mom_pct,0.4,％,2025-06,False
2024-08,mansion,首都圏,在庫価格,mom_pct,2.9,％,2025-06,False
2024-09,mansion,首都圏,在庫価格,mom_pct,2.3,％,2025-06,False
2024-10,mansion,首都圏,在庫価格,mom_pct,3.0,％,2025-06,False
2024-11,mansion,首都圏,在庫価格,mom_pct,0.4,％,2025-06,False
2024-12,mansion,首都圏,在庫価格,mom_pct,0.8,％,2025-06,False
2025-01,mansion,首都圏,在庫価格,mom_pct,2.7,％,2025-06,False
2025-02,mansion,首都圏,在庫価格,mom_pct,2.7,％,2025-06,False
2025-03,mansion,首都圏,在庫価格,mom_pct,3.1,％,2025-06,False
2025-04,mansion,首都圏,在庫価格,mom_pct,2.8,％,2025-06,False
2025-05,mansion,首都圏,在庫価格,mom_pct,1.9,％,2025-06,False
2025-06,mansion,首都圏,在庫価格,mom_pct,2.3,％,2025-06,False
2024-04,mansion,首都圏,在庫価格,value,4054,万円,2025-04,False
2024-05,mansion,首都圏,在庫価格,value,4073,万円,2025-05,False
2024-06,mansion,首都圏,在庫価格,value,4062.0,万円,2025-06,False
2024-07,mansion,首都圏,在庫価格,value,4079.0,万円,2025-06,False
2024-08,mansion,首都圏,在庫価格,value,4197.0,万円,2025-06,False
2024-09,mansion,首都圏,在庫価格,value,4292.0,万円,2025-06,False
2024-10,mansion,首都圏,在庫価格,value,4421.0,万円,2025-06,False
2024-11,mansion,首都圏,在庫価格,value,4438.0,万円,2025-06,False
2024-12,mansion,首都圏,在庫価格,value,4473.0,万円,2025-06,False
2025-01,mansion,首都圏,在庫価格,value,4594.0,万円,2025-06,False
2025-02,mansion,首都圏,在庫価格,value,4718.0,万円,2025-06,False
2025-03,mansion,首都圏,在庫価格,value,4866.0,万円,2025-06,False
2025-04,mansion,首都圏,在庫価格,value,5002.0,万円,2025-06,False
2025-05,mansion,首都圏,在庫価格,value,5098.0,万円,2025-06,False
2025-06,mansion,首都圏,在庫価格,value,5217,万円,2025-06,False
2024-04,mansion,首都圏,在庫価格,yoy_pct,-1.6,％,2025-04,False
2024-05,mansion,首都圏,在庫価格,yoy_pct,-0.3,％,2025-05,False
2024-06,mansion,首都圏,在庫価格,yoy_pct,-0.7,％,2025-06,False
2024-07,mansion,首都圏,在庫価格,yoy_pct,-0.2,％,2025-06,False
2024-08,mansion,首都圏,在庫価格,yoy_pct,3.0,％,2025-06,False
2024-09,mansion,首都圏,在庫価格,yoy_pct,5.2,％,2025-06,False
2024-10,mansion,首都圏,在庫価格,yoy_pct,8.4,％,2025-06,False
2024-11,mansion,首都圏,在庫価格,yoy_pct,8.9,％,2025-06,False
2024-12,mansion,首都圏,在庫価格,yoy_pct,9.1,％,2025-06,False
2025-01,mansion,首都圏,在庫価格,yoy_pct,11.3,％,2025-06,False
2025-02,mansion,首都圏,在庫価格,yoy_pct,14.3,％,2025-06,False
2025-03,mansion,首都圏,在庫価格,yoy_pct,19.2,％,2025-06,False
2025-04,mansion,首都圏,在庫価格,yoy_pct,23.4,％,2025-06,False
2025-05,mansion,首都圏,在庫価格,yoy_pct,25.2,％,2025-06,False
2025-06,mansion,首都圏,在庫価格,yoy_pct,28.4,％,2025-06,False
2024-04,mansion,首都圏,在庫専有面積,mom_pct,-0.3,％,2025-04,False
2024-05,mansion,首都圏,在庫専有面積,mom_pct,0.4,％,2025-05,False
2024-06,mansion,首都圏,在庫専有面積,mom_pct,0.2,％,2025-06,False
2024-07,mansion,首都圏,在庫専有面積,mom_pct,-0.3,％,2025-06,False
2024-08,mansion,首都圏,在庫専有面積,mom_pct,0.6,％,2025-06,False
2024-09,mansion,首都圏,在庫専有面積,mom_pct,0.2,％,2025-06,False
2024-10,mansion,首都圏,在庫専有面積,mom_pct,0.3,％,2025-06,False
2024-11,mansion,首都圏,在庫専有面積,mom_pct,0.02,％,2025-06,False
2024-12,mansion,首都圏,在庫専有面積,mom_pct,0.1,％,2025-06,False
2025-01,mansion,首都圏,在庫専有面積,mom_pct,0.1,％,2025-06,False
2025-02,mansion,首都圏,在庫専有面積,mom_pct,-0.2,％,2025-06,False
2025-03,mansion,首都圏,在庫専有面積,mom_pct,0.2,％,2025-06,False
2025-04,mansion,首都圏,在庫専有面積,mom_pct,-0.03,％,2025-06,False
2025-05,mansion,首都圏,在庫専有面積,mom_pct,0.03,％,2025-06,False
2025-06,mansion,首都圏,在庫専有面積,mom_pct,0.3,％,2025-06,False
2024-04,mansion,首都圏,在庫専有面積,value,56.54,㎡,2025-04,False
2024-05,mansion,首都圏,在庫専有面積,value,56.75,㎡,2025-05,False
2024-06,mansion,首都圏,在庫専有面積,value,56.84,㎡,2025-06,False
2024-07,mansion,首都圏,在庫専有面積,value,56.7,㎡,2025-06,False
2024-08,mansion,首都圏,在庫専有面積,value,57.06,㎡,2025-06,False
2024-09,mansion,首都圏,在庫専有面積,value,57.17,㎡,2025-06,False
2024-10,mansion,首都圏,在庫専有面積,value,57.33,㎡,2025-06,False
2024-11,mansion,首都圏,在庫専有面積,value,57.34,㎡,2025-06,False
2024-12,mansion,首都圏,在庫専有面積,value,57.38,㎡,2025-06,False
2025-01,mansion,首都圏,在庫専有面積,value,57.45,㎡,2025-06,False
2025-02,mansion,首都圏,在庫専有面積,value,57.32,㎡,2025-06,False
2025-03,mansion,首都圏,在庫専有面積,value,57.41,㎡,2025-06,False
2025-04,mansion,首都圏,在庫専有面積,value,57.39,㎡,2025-06,False
2025-05,mansion,首都圏,在庫専有面積,value,57.41,㎡,2025-06,False
2025-06,mansion,首都圏,在庫専有面積,value,57.59,㎡,2025-06,False
2024-04,mansion,首都圏,在庫専有面積,yoy_pct,1.5,％,2025-04,False
2024-05,mansion,首都圏,在庫専有面積,yoy_pct,1.9,％,2025-05,False
2024-06,mansion,首都圏,在庫専有面積,yoy_pct,2.0,％,2025-06,False
2024-07,mansion,首都圏,在庫専有面積,yoy_pct,1.7,％,2025-06,False
2024-08,mansion,首都圏,在庫専有面積,yoy_pct,2.3,％,2025-06,False
2024-09,mansion,首都圏,在庫専有面積,yoy_pct,2.2,％,2025-06,False
2024-10,mansion,首都圏,在庫専有面積,yoy_pct,1.7,％,2025-06,False
2024-11,mansion,首都圏,在庫専有面積,yoy_pct,1.6,％,2025-06,False
2024-12,mansion,首都圏,在庫専有面積,yoy_pct,1.2,％,2025-06,False
2025-01,mansion,首都圏,在庫専有面積,yoy_pct,0.9,％,2025-06,False
2025-02,mansion,首都圏,在庫専有面積,yoy_pct,0.8,％,2025-06,False
2025-03,mansion,首都圏,在庫専有面積,yoy_pct,1.3,％,2025-06,False
2025-04,mansion,首都圏,在庫専有面積,yoy_pct,1.5,％,2025-06,False
2025-05,mansion,首都圏,在庫専有面積,yoy_pct,1.2,％,2025-06,False
2025-06,mansion,首都圏,在庫専有面積,yoy_pct,1.3,％,2025-06,False
2024-04,mansion,首都圏,在庫築年数,value,29.66,年,2025-04,False
2024-05,mansion,首都圏,在庫築年数,value,29.84,年,2025-05,False
2024-06,mansion,首都圏,在庫築年数,value,29.99,年,2025-06,False
2024-07,mansion,首都圏,在庫築年数,value,30.11,年,2025-06,False
2024-08,mansion,首都圏,在庫築年数,value,29.99,年,2025-06,False
2024-09,mansion,首都圏,在庫築年数,value,30.06,年,2025-06,False
2024-10,mansion,首都圏,在庫築年数,value,30.0,年,2025-06,False
2024-11,mansion,首都圏,在庫築年数,value,30.03,年,2025-06,False
2024-12,mansion,首都圏,在庫築年数,value,30.0,年,2025-06,False
2025-01,mansion,首都圏,在庫築年数,value,29.95,年,2025-06,False
2025-02,mansion,首都圏,在庫築年数,value,29.96,年,2025-06,False
2025-03,mansion,首都圏,在庫築年数,value,29.92,年,2025-06,False
2025-04,mansion,首都圏,在庫築年数,value,29.83,年,2025-06,False
2025-05,mansion,首都圏,在庫築年数,value,29.83,年,2025-06,False
2025-06,mansion,首都圏,在庫築年数,value,29.77,年,2025-06,False
2024-01,mansion,首都圏,成約㎡単価,mom_pct,1.5,％,2025-01,False
2024-02,mansion,首都圏,成約㎡単価,mom_pct,-0.6,％,2025-02,False
2024-03,mansion,首都圏,成約㎡単価,mom_pct,0.5,％,2025-03,False
2024-04,mansion,首都圏,成約㎡単価,mom_pct,2.9,％,2025-04,False
2024-05,mansion,首都圏,成約㎡単価,mom_pct,-2.3,％,2025-05,False
2024-06,mansion,首都圏,成約㎡単価,mom_pct,2.2,％,2025-06,False
2024-07,mansion,首都圏,成約㎡単価,mom_pct,1.3,％,2025-06,False
2024-08,mansion,首都圏,成約㎡単価,mom_pct,-5.3,％,2025-06,False
2024-09,mansion,首都圏,成約㎡単価,mom_pct,1.5,％,2025-06,False
2024-10,mansion,首都圏,成約㎡単価,mom_pct,-0.9,％,2025-06,False
2024-11,mansion,首都圏,成約㎡単価,mom_pct,5.7,％,2025-06,False
2024-12,mansion,首都圏,成約㎡単価,mom_pct,-1.7,％,2025-06,False
2025-01,mansion,首都圏,成約㎡単価,mom_pct,4.9,％,2025-06,False
2025-02,mansion,首都圏,成約㎡単価,mom_pct,-3.3,％,2025-06,False
2025-03,mansion,首都圏,成約㎡単価,mom_pct,-0.2,％,2025-06,False
2025-04,mansion,首都圏,成約㎡単価,mom_pct,2.7,％,2025-06,False
2025-05,mansion,首都圏,成約㎡単価,mom_pct,3.6,％,2025-06,False
2025-06,mansion,首都圏,成約㎡単価,mom_pct,-0.9,％,2025-06,False
2024-01,mansion,首都圏,成約㎡単価,value,75.98,万円/㎡,2025-01,False
2024-02,mansion,首都圏,成約㎡単価,value,75.52,万円/㎡,2025-02,False
2024-03,mansion,首都圏,成約㎡単価,value,75.88,万円/㎡,2025-03,False
2024-04,mansion,首都圏,成約㎡単価,value,78.08,万円/㎡,2025-04,False
2024-05,mansion,首都圏,成約㎡単価,value,76.3,万円/㎡,2025-05,False
2024-06,mansion,首都圏,成約㎡単価,value,77.95,万円/㎡,2025-06,False
2024-07,mansion,首都圏,成約㎡単価,value,78.97,万円/㎡,2025-06,False
2024-08,mansion,首都圏,成約㎡単価,value,74.77,万円/㎡,2025-06,False
2024-09,mansion,首都圏,成約㎡単価,value,75.86,万円/㎡,2025-06,False
2024-10,mansion,首都圏,成約㎡単価,value,75.16,万円/㎡,2025-06,False
2024-11,mansion,首都圏,成約㎡単価,value,79.41,万円/㎡,2025-06,False
2024-12,mansion,首都圏,成約㎡単価,value,78.05,万円/㎡,2025-06,False
2025-01,mansion,首都圏,成約㎡単価,value,81.88,万円/㎡,2025-06,False
2025-02,mansion,首都圏,成約㎡単価,value,79.14,万円/㎡,2025-06,False
2025-03,mansion,首都圏,成約㎡単価,value,79.01,万円/㎡,2025-06,False
2025-04,mansion,首都圏,成約㎡単価,value,81.11,万円/㎡,2025-06,False
2025-05,mansion,首都圏,成約㎡単価,value,84.06,万円/㎡,2025-06,False
2025-06,mansion,首都圏,成約㎡単価,value,83.34,万円/㎡,2025-06,False
2024-01,mansion,首都圏,成約㎡単価,yoy_pct,11.2,％,2025-01,False
2024-02,mansion,首都圏,成約㎡単価,yoy_pct,9.9,％,2025-02,False
2024-03,mansion,首都圏,成約㎡単価,yoy_pct,8.7,％,2025-03,False
2024-04,mansion,首都圏,成約㎡単価,yoy_pct,11.3,％,2025-04,False
2024-05,mansion,首都圏,成約㎡単価,yoy_pct,7.5,％,2025-05,False
2024-06,mansion,首都圏,成約㎡単価,yoy_pct,7.9,％,2025-06,False
2024-07,mansion,首都圏,成約㎡単価,yoy_pct,9.8,％,2025-06,False
2024-08,mansion,首都圏,成約㎡単価,yoy_pct,0.9,％,2025-06,False
2024-09,mansion,首都圏,成約㎡単価,yoy_pct,4.7,％,2025-06,False
2024-10,mansion,首都圏,成約㎡単価,yoy_pct,0.8,％,2025-06,False
2024-11,mansion,首都圏,成約㎡単価,yoy_pct,5.9,％,2025-06,False
2024-12,mansion,首都圏,成約㎡単価,yoy_pct,4.3,％,2025-06,False
2025-01,mansion,首都圏,成約㎡単価,yoy_pct,7.8,％,2025-06,False
2025-02,mansion,首都圏,成約㎡単価,yoy_pct,4.8,％,2025-06,False
2025-03,mansion,首都圏,成約㎡単価,yoy_pct,4.1,％,2025-06,False
2025-04,mansion,首都圏,成約㎡単価,yoy_pct,3.9,％,2025-06,False
2025-05,mansion,首都圏,成約㎡単価,yoy_pct,10.2,％,2025-06,False
2025-06,mansion,首都圏,成約㎡単価,yoy_pct,6.9,％,2025-06,False
2024-01,mansion,首都圏,成約件数,mom_pct,-7.8,％,2025-01,False
2024-02,mansion,首都圏,成約件数,mom_pct,23.6,％,2025-02,False
2024-03,mansion,首都圏,成約件数,mom_pct,13.7,％,2025-03,False
2024-04,mansion,首都圏,成約件数,mom_pct,-14.7,％,2025-03,False
2024-05,mansion,首都圏,成約件数,mom_pct,-12.5,％,2025-03,False
2024-06,mansion,首都圏,成約件数,mom_pct,14.6,％,2025-03,False
2024-07,mansion,首都圏,成約件数,mom_pct,-2.0,％,2025-03,False
2024-08,mansion,首都圏,成約件数,mom_pct,-28.0,％,2025-03,False
2024-09,mansion,首都圏,成約件数,mom_pct,32.5,％,2025-03,False
2024-10,mansion,首都圏,成約件数,mom_pct,1.5,％,2025-03,False
2024-11,mansion,首都圏,成約件数,mom_pct,3.7,％,2025-03,False
2024-12,mansion,首都圏,成約件数,mom_pct,-1.5,％,2025-03,False
2025-01,mansion,首都圏,成約件数,mom_pct,2.7,％,2025-03,False
2025-02,mansion,首都圏,成約件数,mom_pct,28.1,％,2025-03,False
2025-03,mansion,首都圏,成約件数,mom_pct,20.2,％,2025-03,False
2025-04,mansion,首都圏,成約件数,mom_pct,,％,2025-04,False
2025-05,mansion,首都圏,成約件数,mom_pct,,％,2025-05,False
2025-06,mansion,首都圏,成約件数,mom_pct,,％,2025-06,False
2024-01,mansion,首都圏,成約件数,value,2711,件,2025-01,False
2024-02,mansion,首都圏,成約件数,value,3350,件,2025-02,False
2024-03,mansion,首都圏,成約件数,value,3810,件,2025-03,False
2024-04,mansion,首都圏,成約件数,value,3251,件,2025-04,False
2024-05,mansion,首都圏,成約件数,value,2845,件,2025-05,False
2024-06,mansion,首都圏,成約件数,value,3259,件,2025-06,False
2024-07,mansion,首都圏,成約件数,value,3193,件,2025-06,False
2024-08,mansion,首都圏,成約件数,value,2299,件,2025-06,False
2024-09,mansion,首都圏,成約件数,value,3047,件,2025-06,False
2024-10,mansion,首都圏,成約件数,value,3092,件,2025-06,False
2024-11,mansion,首都圏,成約件数,value,3207,件,2025-06,False
2024-12,mansion,首都圏,成約件数,value,3158,件,2025-06,False
2025-01,mansion,首都圏,成約件数,value,3242,件,2025-06,False
2025-02,mansion,首都圏,成約件数,value,4152,件,2025-06,False
2025-03,mansion,首都圏,成約件数,value,4991,件,2025-06,False
2025-04,mansion,首都圏,成約件数,value,3950,件,2025-06,False
2025-05,mansion,首都圏,成約件数,value,3841,件,2025-06,False
2025-06,mansion,首都圏,成約件数,value,4299,件,2025-06,False
2024-01,mansion,首都圏,成約件数,yoy_pct,5.0,％,2025-01,False
2024-02,mansion,首都圏,成約件数,yoy_pct,3.4,％,2025-02,False
2024-03,mansion,首都圏,成約件数,yoy_pct,10.7,％,2025-03,False
2024-04,mansion,首都圏,成約件数,yoy_pct,10.1,％,2025-04,False
2024-05,mansion,首都圏,成約件数,yoy_pct,3.9,％,2025-05,False
2024-06,mansion,首都圏,成約件数,yoy_pct,4.8,％,2025-06,False
2024-07,mansion,首都圏,成約件数,yoy_pct,-1.3,％,2025-06,False
2024-08,mansion,首都圏,成約件数,yoy_pct,-2.9,％,2025-06,False
2024-09,mansion,首都圏,成約件数,yoy_pct,-4.5,％,2025-06,False
2024-10,mansion,首都圏,成約件数,yoy_pct,-5.9,％,2025-06,False
2024-11,mansion,首都圏,成約件数,yoy_pct,10.6,％,2025-06,False
2024-12,mansion,首都圏,成約件数,yoy_pct,7.4,％,2025-06,False
2025-01,mansion,首都圏,成約件数,yoy_pct,19.6,％,2025-06,False
2025-02,mansion,首都圏,成約件数,yoy_pct,23.9,％,2025-06,False
2025-03,mansion,首都圏,成約件数,yoy_pct,31.0,％,2025-06,False
2025-04,mansion,首都圏,成約件数,yoy_pct,21.5,％,2025-06,False
2025-05,mansion,首都圏,成約件数,yoy_pct,35.0,％,2025-06,False
2025-06,mansion,首都圏,成約件数,yoy_pct,31.9,％,2025-06,False
2024-04,mansion,首都圏,成約価格,mom_pct,4.1,％,2025-04,False
2024-05,mansion,首都圏,成約価格,mom_pct,-3.7,％,2025-05,False
2024-06,mansion,首都圏,成約価格,mom_pct,2.5,％,2025-06,False
2024-07,mansion,首都圏,成約価格,mom_pct,1.9,％,2025-06,False
2024-08,mansion,首都圏,成約価格,mom_pct,-7.9,％,2025-06,False
2024-09,mansion,首都圏,成約価格,mom_pct,4.5,％,2025-06,False
2024-10,mansion,首都圏,成約価格,mom_pct,-2.5,％,2025-06,False
2024-11,mansion,首都圏,成約価格,mom_pct,6.0,％,2025-06,False
